Address,Building,Organization
火车大道,,组三仙桥
金山丽园,,北干一苑山北新苑
北三区,,，迪莱姆数控机电有限公司
迎宾小区,,、银河小区
峡山头片,,帝豪食府
光明工业园区,,汇锦名店广场七里香迷踪蟹
黄山桥,,淘宝店
连湖第三工业区,,信谊村金鸡山（所前驾校旁）万杰公司
宝源二路,,（允典服饰旁边
观十五线,,青松印染厂有限公司
临江佳苑路,,函数自动化
义蓬安置小区,,新农都南门丽娜家居
幢春益四路,,宝莲灯
，东莞市,,渔临关金临湖华家
，寮步镇,,周峰绣品院内中通快递
草漾片,,悦宁发艺
槐荫区,,恩典家店
庙西路,,煤研所内俞氏彩印
临浦王村,,网鱼网咖吧台
栋三楼,,杭州，箫山，加州阳光
大小坞,,雨衣厂
祥瑛路,,凯尔达集团
，高新,,萧山乐购超市收银课毛海霞收
北门西侧,,朱钰芳收
路光驰,,明星路保利霞飞郡
大厦（,,闻堰饭店
（瓜渔路,,交叉口江南丽锦
裕民村裕民,,信益线盛元化纤厂门卫口
顺坝景海湾,,瓜沥二中
北新苑,,玉龙广场旁服装厂
王家闸沈家埭,,朗美睿服饰公司
东环北路,,雷迪森财富中心写字楼
文化东路,,。萧润农业开发有限公司
金河路,,义隆桥一号饭堂
与左十四线,,与江东五路交叉口杭州冠亚饮料有限公司
口向北,,鸿达纺织有限公司
路菜市场,,杭州萧山国际机场药品物流仓储基地
万都晶典,,红垦农场三号桥杭州江瀚塑料制品有限公司
运东安置小区,,东端传化商务会馆餐饮部
新南郡社区,,杭州恒力轴承有限公司
（高桥路南端,,，卡斯马星乔瑞汽车系统有限公司
新兴北路,,萧山合作银行靖江支行
隆兴和村,,鼎尚服装
临浦君,,（杭州永丰羽绒制品有限公司
临医院,,铭洋照明科技有限公司
北干金鸡路,,易淘电子商务园园区食堂
杭齿,,湖头陈伟达建设西门四楼普闻景观园林公司
南城，城市,,车库西四门出口警卫室门口
风景街,,杭州万州金属制品有限公司
原来（,,眼科医院
公元管道,,杭州泱泱红制衣有限公司
河杨湖村,,（中国华电江东热电）
振中路,,）必须联系本人
德圣博奥城东门（中国邮政）杨时路,,小拇指汽修南（杭州中燃内）
下湘湖路三号,,南市快印
东藩一路,,（粉色瓷砖）第七排东第一间
信宜市,,恒利网咖前台收
汀联片,,金贝家纺
南村,,杭州仕邦电力科技有限公司
东沙工业区,,（八达汽车零配件有限公司
新东路,,出口附近的奥兰多小镇云影苑
楼搭镇,,美家美户
里谢村,,层啸马搏击俱乐部王成成
进化新农村,,（安林纸制品有限公司
金家滨社区,,）古力古拉童装
群建小区,,协诚伞业有限公司
玉泉工业区,,五金科技园
与青西四路,,，港头湾洗浴中心，
长山镇,,（项家村主干道进来门牌
裕成二路,,浦南岔口新益佳超市
沿塘工业园区,,萧山湘湖家园
房管所,,，慧康实业有限公司电子商务部
闻堰，,,沪宁时代超市底商。
牛山涡岭,,银隆君廷酒店
余氏布艺,,杭州萧山河上众联村吉昌纸业有限公司
临浦华家村,,临江商贸城东风裕隆有限公司临江宿舍
浦南_,,，兴尧烟酒批发部旁
党山老医院,,与青年路交叉口德圣博奥城
道新湾街道,,吉达来鞋业有限公司老厂三楼板房
临江东升村,,英冠天地外星人网咖四楼
湘南工业区,,钱江世纪城万和国际六栋放丰巢柜
里河南路,,中国黄金
章家弄,,浙江同济科技职业技术学院学生公寓
樟树下,,杭州萧山广宁小区
蔡家庄,,航民美时达有限公司
王家工业园区,,市北消防队
何童埠,,珍琪纸箱包装厂
甘露亭,,小砾山通和南岸花城枫江苑
中石油,,萧山空港经济区萧山国际机场航空货站
新凉亭一路,,（周末派送）
永乐小区,,杭州海尔希畜牧有限公司
思坎普,,浙江万都房地产开发有限公司
利一村,,。杭州聚合顺新材料有限公司
雁田村镇,,浙江珍诚医药
田南路,,绿驹电动车
建设金二村,,首倡绣品
凌桥村,,三号闸前进园区蓝领公寓北楼
解放二路,,（杭州丹仪箱包有限公司
钱江新村二区,,十字路口新益佳超市
缪家工业区,,，农民房土菜馆
转盘旁,,荣自然村杭州名士机械有限公司
大江东集聚产业区,,尤看运动医学诊所
大成铭座,,杰厦建设（原黄山小学）
海州村,,美郡苑八幢一单元
民康路,,交叉口得力农贸市场冷鲜禽
萧山人民路,,章记烟酒副食品店
协谊新农村,,（嘉乐宝汽车修理厂
远大村五组,,往东）
坎山坎山镇,,衙前中心幼儿园分园文化中心
教学楼,,吟龙村惠丰化纤有限公司新厂
顺坝富民路,,滨江二路福特老北门
与梅林大道,,交叉口春和钱塘售楼中心处
盈丰依宇集团,,长安福特蓝领公寓
山河村第,,浙江利华公司
江桥北,,新街供电营业厅
涝湖村东,,路爱倍信机械制造有限公司
陈新区,,浙江省同济科技职业学院
建新,,知章村华汇百步寺附近
新市区,,杭州布尔享伞业有限公司
万和城南区,,楼，浙江中装项目部
浦工二路,,萧山第四人民医院输液室
夏岗复兴路,,骨伤医院斜对面来往汽车美容店
畈里童裘,,组派龙花边有限公司
会展中心,,浙江衙前镇吟龙村惠丰化纤有限公司新厂
三恒临江时代,,石浦海鲜餐厅
（纬六路,,（三惠金属制品有限公司内）万承志堂医药公司
復兴村河口,,平民大药房
隆兴工业区,,东岱饰品有限公司
新农,,骨伤科医院
福地市场,,锋迪机械
谢家明,,杭州萧山万达塑料瓶有限公司
鑫鞋业,,社区菜场羽绒服店
花城东区,,萧山医药公司参茸分公司
名苑,,掌上米餐厅
（华家）,,教堂南边杭州成飞机械有限公司
黄村,,民丰村新啊长饭店
厚虎路,,泊景湾二幢一单元
新塘路,,葡轩商行
与三经路,,三弘集团大泓家纺五楼
文伟村十八组,,（浙江益欣传动设备有限公司
义前路,,国道宁新轴承内（陕汽重卡）
明星路口,,杭州大驰税务师事务所一楼大厅
韩戴片,,蓝天宾馆旁外卖小子川菜馆
，和睦路,,口恒大帝景售楼部
分公司,,初级中学。
新林周祥,,湘师附小
里施村,,老埠头村八组
湖园路,,米裕盛纺织对面蓝色房子
一幢宁围镇,,正元·都市阳光三栋二单元
高桥道源路,,大同三村中央坞村
宝安区,,大恩数字物流港京东
石岩街道,,（国红仓储）
塘头新围,,（开氏集团）
江东经济开发区,,森乐烟酒
江东三路青四路,,交叉口正德中医门诊部
冼沙村,,，家庭联系电话
钢材市场,,瓜沥航民百泰饰品有限公司
奎文区,,向米美容美发店
邵家塔村,,杭州萧山机场公司物业安检楼
萧山市振宁路,,祥和桥村胜达集团北大门
东城中路,,创元羽毛有限公司
南大路,,路桥工程处
跃进路,,蒙德里安
杭金衢,,丰北行政村皓月路万和国际中心小区
江南工业配套园区,,杭州集嘉纺织有限公司
，桥南开发区,,裕民桥桥头
新创八组,,红十五线义盛出口往北
湘湖公寓楼,,车骑士楼上东方跆拳道馆
东桥村申达,,，浙江中装项目部
区规划二路,,山水公寓月湖苑
茶東村,,（博鑫平价手机店
盛和苑,,北端传化日用品有限公司
河上工业园区,,金马饭店前厅部办公室
白马御府售楼处,,萧东陶瓷品市场
中心桥,,德艺钢琴艺术教育
城厢市心南路,,新第四人民医院财务科
御金香岸,,（浦阳大桥南侧）佳友鞋业
长山街新盛村,,可以放在地下车库
半岛花园小区,,【烈士陵园山脚下
金家堰斗,,购物中心超市
宣化街,,，沙洲墩头
世纪晶,,，富康中药养生
钻公寓,,第二中等职业学校英语组
，新街镇,,著佳酒店
上曹坞村,,湘墅花园村邮乐购
通恵中路,,新农都水产市场香辣馆
托货弄,,浙江长龙航空有限公司
义桥街,,快鱼连锁
五金百货,,宁波港集装箱运输有限公司
赤岭工业区,,，大成名座
众安工业园区,,交叉口顺发堤香名苑
畈里杨组,,（萧山第四人民医院
山湾里,,）康大博顿科技园
河中路玮,,浙江环兴机械
挹江门街道,,食品公司
新兴小区,,华润雪花啤酒厂（浙江）股份有限公司
衙前韩戴,,栋一楼舜德机械
盛乐村九组,,杭州民泰饮片公司
永利,,开元百货对面盛元·蓝爵国际写字楼
东阜路,,。三益线边上
谭隆南路,,人防办一楼
谢坑工业区,,娇时化妆品厂
门诊部,,锦盛纺织有限公司
老九中,,乐园桥北姚奇纸箱厂
伟八路与,,（萧然医院综合病区二楼）
高新八路，,,万家福超市四楼卡仕科电器有限公司
岳联村方山,,时代云裳西门内三楼如鱼得水家纺有限公司
江南大道,,西南朗路十六号康瑞电子有限公司
桂花园,,五金路一号汉盛科技
啤酒宿舍,,摄影公司
百尺楼路,,杭州邮区中心局
明和路,,吉丰鞋材
潘爱飞,,崇化邮政储蓄
兴涌东路,,人民政府综治办
娄下洪村,,萧山第一人民医院。请帮我放在柜子内谢谢。
庄里沈,,久福有限公司
虎門鎮龍眼路,,财和湘域湾小区物业服务处
临江长风路,,童家山村杭金衢浦阳收费站（金华方向）
梦公馆钱农东路,,杭州东龙拉链有限公司
栋四楼,,杭州艺轩阁纺织品有限公司
老桥南永翔路,,三楼绣花厂
，耕文路,,新农都物流一区
滨江高,,组真雨伞厂
谢家红,,尚龙鞋厂（杰杰鞋厂旁
庵前湖,,贴边市场西哥饭店后面保荣百货
江东2路,,吉华化工传达室
御东湾河庄路,,杭州萧山区前进街道三丰路统一食品有限公司
北面新,,万向美之园东区云杉二幢二单元三
蒙正路,,潘水路开元瀚府
横蓬工业园,,（小区在中航集团边上进去）
逸佳人,,道客来香饭店
专卖店,,临江传化物流基地财务大厅
东灵村,,萧山市心路顺发望角城
源丰路,,小泗埠村智慧谷项目部
东江十三工段,,，湘湖宾馆
温州市,,萧山第三人民医院静配中心
益民村,,米天晨电子商务园区
。党湾镇,,荣欣家具有限公司业务部
泽荣村,,天成科技
裴家里,,大转盘北
一幢萧山经济技术开发区,,（天曼国际酒店旁）
大富工业区,,长山二号桥停车场
大富路,,巡特警大队三中队
东湾桥,,文化中心
世纪车城旺园路,,道农贸市场西临时过渡店面
万江简沙洲连新路,,。村委旁。品牌女装折扣店
双拥路,,城区中心供电所
兴乐,,杭州币控，天晨电子商务元园区东门楼梯四楼普哆衣
，新盛村,,瓜沥东方家苑
（永利村,,浙江杭州萧山高教园区浙江建设职业技术学院
同舟社区,,卫生进修学校
港门村,,师办公室
）浙江省,,赛莱斯实业（杭州）有限公司
桥南六组,,红山农场杭申集团
和利一路,,杭州中彩特种纤维有限公司财务科
块高新十路,,部队，华信车架厂
、人民路,,星河景庭北门山寨猴儿童摄影
横蓬村二组,,泰和花园（茉莉苑
顺发旺角,,大灶米饭
公司：,,圣山伞面绸经销部
余元坞,,润昌制衣厂
农场新村,,老桥北意阳家纺有限公司
桥头陈康,,旺角城，胖哥俩肉蟹煲
新工业园,,大灶米饭天海阳光地带大门口
单屋村,,東坊村鳳凰新區十巷
与建设四路,,梅西医院江川塑业
展销会,,杭州丽博橱柜有限公司
新北组,,怡和蜡像（
（党山,,杭州海德世拉索系统有限公司
戴村人民路,,东风裕隆员工宿舍服务区
曹家湾,,萨米特陶瓷店
齐沙村,,新世界柏丽轩，盛运担保
九鼎石材市场,,杭州伸成模具厂向北
陈家路,,中国电建项目部
公园西,,百味鸡煲楼上
长沙，,,隆方向盘有限公司
干村王,,嘉乐宝汽车修理厂
怀德芦狄铺,,米华润漆
嘉润铭座,,镇龙殿村飞翔纺机
花木城北,,：滨江二路福特老北门
（金临湖村,,广悦小区荣德酒行
四幢二单元,,中国中车产业园西大门杭州电气
闻堰工业园,,河庄小学后面尚美发型
金二社区,,南城汽车修配店
杭州汇林创意,,农二场富丽达公寓
义篷镇,,盛缘轩养生会所
罗幕村周家,,天林广场稠州银行
萧山汇通,,（萧山农商银行瓜沥支行）
王家闸云飞大道,,红宝石对面顺丰网点
众利村,,湊沿金片
春风桥头,,嘉诚机械有限公司
萧山三中,,路公交车潇燃钢材市场站市场大门对面联华超市
汀坑路,,。红宝石精品馆赖氏家具
黄公楼三组,,幢湘湖幼儿园小二班
益小区一区,,塘郎孙村满达机械厂
勤联村委,,志方汽修
临浦南秀苑,,三江购物超市
云石工业园区,,原野汽配城，汽修一条街，鼎美造型美发店
百草味,,久耀汽车检测有限公司
孙桥头,,（杭州百艺纺织制衣有限公司
佛新社区,,钱江隧道管理中心
富民南路,,放进北区丰巢储物柜
建盈村四组,,浙江宝丽控股集团
萧山大,,如需具体地址请联系在线客服
东部工业园区,,花季餐厅
星耀星月湾,,乐荣精密组件有限公司
上沙社区,,泡泡电竞生活馆（朝晖初中
一栋一楼,,蓝爵国际六层
协议村,,浙江（中国）花木城二期北
山河村工农滨,,沿塘村源坊纺织
桃园里,,杭可电子厂
嘉园小区,,长安福特杭州分公司
城河路,,碧湖区碧湖大道景宏模具有限公司
服务区,,杭州小球星儿童用品有限公司工业园区桥戴线
横一路,,浙江师范大学杭州幼儿师范学院萧山校区
百尺娄,,联赢网吧
三水一生,,杭州蓝田涂料有限公司
杭州凡川教育（萧山区,,西德圣博奥城
众力工业园区,,金瑞大厦中福在线
牛角弯公寓,,红垦农场红泰四路十一号永一模具厂
（萧杭路,,交叉口顺发堤香名苑四幢二单元
，商贸路,,伟东桥红绿灯往北
市场南路,,（萧山兴达橡塑制品厂）位于村北老桥脚下
北舂晖路,,鸿兴城百年康药店
